model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollution_score_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_gas_score_2008,smartway_2008,model_2018,displ_2018,cyl_2018,trans_2018,drive_2018,fuel_2018,veh_class_2018,air_pollution_score_2018,city_mpg_2018,hwy_mpg_2018,cmb_mpg_2018,greenhouse_gas_score_2018,smartway_2018,delta_mpg
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,30.0,17.0,5,No,-0.05555555555555555
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,27.0,16.0,4,No,-0.1111111111111111
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,17.0,5,No,-0.05555555555555555
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,16.0,4,No,-0.1111111111111111
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,23.0,5,No,0.2777777777777778
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,21.0,4,No,0.16666666666666666
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,22.0,23.0,5,No,0.2777777777777778
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,20.0,21.0,4,No,0.16666666666666666
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,22.0,23.0,5,No,0.2777777777777778
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,20.0,21.0,4,No,0.16666666666666666
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,22.0,23.0,5,No,0.2777777777777778
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,20.0,21.0,4,No,0.16666666666666666
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,30.0,23.0,5,No,0.2777777777777778
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,27.0,21.0,4,No,0.16666666666666666
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,30.0,23.0,5,No,0.2777777777777778
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,27.0,21.0,4,No,0.16666666666666666
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,30.0,23.0,5,No,0.2777777777777778
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,27.0,21.0,4,No,0.16666666666666666
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5,No,0.2777777777777778
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4,No,0.16666666666666666
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3,No,-0.05
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3,No,-0.1
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,22.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,20.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,22.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,20.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,22.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,20.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,30.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,27.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,30.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,27.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,30.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,27.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,22.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,20.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,22.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,20.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,22.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,20.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,30.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,27.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,30.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,27.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,30.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,27.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3,No,-0.05
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3,No,-0.1
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,22.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,20.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,22.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,20.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,22.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,20.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,30.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,27.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,30.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,27.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,30.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,27.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,17.0,5,No,-0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,16.0,4,No,-0.2
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,22.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,20.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,22.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,20.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,22.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,20.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,30.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,27.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,30.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,27.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,30.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,27.0,21.0,4,No,0.05
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5,No,0.15
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4,No,0.05
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5,No,0.09523809523809523
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4,No,0.0
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3,No,-0.09523809523809523
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3,No,-0.14285714285714285
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5,No,-0.19047619047619047
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4,No,-0.23809523809523808
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,22.0,17.0,5,No,-0.19047619047619047
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,20.0,16.0,4,No,-0.23809523809523808
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,22.0,17.0,5,No,-0.19047619047619047
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,20.0,16.0,4,No,-0.23809523809523808
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,22.0,17.0,5,No,-0.19047619047619047
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,20.0,16.0,4,No,-0.23809523809523808
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,30.0,17.0,5,No,-0.19047619047619047
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,27.0,16.0,4,No,-0.23809523809523808
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,30.0,17.0,5,No,-0.19047619047619047
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,27.0,16.0,4,No,-0.23809523809523808
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,30.0,17.0,5,No,-0.19047619047619047
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,27.0,16.0,4,No,-0.23809523809523808
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,17.0,5,No,-0.19047619047619047
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,16.0,4,No,-0.23809523809523808
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,23.0,5,No,0.09523809523809523
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,21.0,4,No,0.0
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,14.0,22.0,23.0,5,No,0.09523809523809523
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,13.0,20.0,21.0,4,No,0.0
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,19.0,22.0,23.0,5,No,0.09523809523809523
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,18.0,20.0,21.0,4,No,0.0
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,22.0,23.0,5,No,0.09523809523809523
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,20.0,21.0,4,No,0.0
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,30.0,23.0,5,No,0.09523809523809523
